57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389
29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539
20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266
57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972
63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618
38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394
46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396
32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950
3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233
3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691
25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786
59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658
63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852
29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583
4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509
29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185
52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332
4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549
12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766
56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608
14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643
31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963
44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813
57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978
8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600
27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217
20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568
40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933
32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059
38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019
61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364,49983
49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636,23364
23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356,9636
9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387,5356
5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651,61387
61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829,44651
44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930,25829
25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846,8930
8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813,43846
43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721,45813
45813,43846,8930,25829,44651,61387,5356,9636,23364,49983,61019,38059,32933,40568,20217,27600,8978,57813,44963,31643,14608,56766,12549,4332,52185,29509,4583,29852,63658,59786,25691,3233,3950,32396,46394,38618,63972,57266,20539,29389,57387,8369,1831,29982,17901,62809,1472,50596,32863,61022,48794,37663,28746,63171,15721
